source_images_idx,source_i,source_j,source_k,means,covs,label_frequency,perdict_frequency
0,0,58,44,"[[ -3.63628946  14.30554295   3.26261193  15.94678142 -10.70067115]
 [-15.30142724  -3.33524825  -4.33313074  -2.63996459  -3.64966965]
 [  0.           0.           0.           0.           0.        ]
 [ -2.74906967 -22.12174667  13.71018847 -18.56539008  18.31820725]
 [  0.           0.           0.           0.           0.        ]]","[[[ 15.31967155   6.98931871  17.16202628   2.02428764   3.48206112]
  [  6.98931871  19.01920634  20.68531265   7.90787332  -4.78583056]
  [ 17.16202628  20.68531265  41.47917028  -5.7833189   -0.62197311]
  [  2.02428764   7.90787332  -5.7833189   20.64597574  -4.67942127]
  [  3.48206112  -4.78583056  -0.62197311  -4.67942127   5.92266974]]

 [[ 17.07083543   3.34302377   6.34848193   1.21836957   4.67284039]
  [  3.34302377  30.2746067  -10.37880633  32.74497328 -22.50726456]
  [  6.34848193 -10.37880633   8.23661894 -14.62326006  11.47089384]
  [  1.21836957  32.74497328 -14.62326006  41.44337043 -26.63513681]
  [  4.67284039 -22.50726456  11.47089384 -26.63513681  20.37768001]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[176.10247229 131.01719171 172.8080594   41.51307961  18.66181486]
  [131.01719171 179.13867262 115.88988693  64.74605878 -40.6602196 ]
  [172.8080594  115.88988693 183.02253061  29.01882021  29.02908504]
  [ 41.51307961  64.74605878  29.01882021  27.62974827 -19.54018935]
  [ 18.66181486 -40.6602196   29.02908504 -19.54018935  39.26267462]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[18648  7317     0  6803     0],[17498  5418     0  5893     0]
0,0,58,66,"[[  0.81854331  17.15812726  12.33317673  19.18148878 -18.27171667]
 [-11.41404978   4.28133392  -6.28540675   3.80508931  -7.02315585]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[ 3.43390507e+01  1.59490403e+01  3.79129788e+01  1.29855422e+01
    5.04888050e-01]
  [ 1.59490403e+01  2.50899202e+01  2.98826170e+01  1.47835916e+01
   -2.96822870e+00]
  [ 3.79129788e+01  2.98826170e+01  5.88525394e+01  1.70739484e+01
   -8.73508623e+00]
  [ 1.29855422e+01  1.47835916e+01  1.70739484e+01  1.78755402e+01
   -5.83860941e+00]
  [ 5.04888050e-01 -2.96822870e+00 -8.73508623e+00 -5.83860941e+00
    1.76762377e+01]]

 [[ 8.30243981e-03  8.12958926e-04  3.37463762e-03  2.22498052e-03
    4.58525960e-03]
  [ 8.12958926e-04  4.67406275e-03  1.07129847e-03 -3.46806861e-04
    6.19980848e-03]
  [ 3.37463762e-03  1.07129847e-03  1.49113094e-03  8.13319125e-04
    2.79106603e-03]
  [ 2.22498052e-03 -3.46806861e-04  8.13319125e-04  6.65675068e-04
    5.22015178e-04]
  [ 4.58525960e-03  6.19980848e-03  2.79106603e-03  5.22015178e-04
    9.73058266e-03]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[32033   735     0     0     0],[31462    48     0     0     0]
0,0,86,0,"[[ -7.20386024   8.30727769  -3.84611714  11.36429229  -7.83864843]
 [-12.22948275  -6.48568525  -2.51915859  -3.93500445   0.70287694]
 [  0.           0.           0.           0.           0.        ]
 [ -7.33292121 -37.52213285  15.48077768 -26.43028661  28.34926581]
 [  0.           0.           0.           0.           0.        ]]","[[[ 6.25082938e+00 -1.81958114e+00  5.31370766e+00 -3.60019456e+00
    3.89237873e+00]
  [-1.81958114e+00  3.31470091e+00 -2.23729123e+00  5.34943573e+00
   -1.86829573e+00]
  [ 5.31370766e+00 -2.23729123e+00  5.17540410e+00 -4.98570426e+00
    3.77309216e+00]
  [-3.60019456e+00  5.34943573e+00 -4.98570426e+00  1.04626792e+01
   -4.02404722e+00]
  [ 3.89237873e+00 -1.86829573e+00  3.77309216e+00 -4.02404722e+00
    3.22797657e+00]]

 [[ 7.83142287e+00  2.04214904e+01  7.44992432e-01  1.01256646e+01
   -1.21504289e+01]
  [ 2.04214904e+01  8.41294195e+01 -3.86146900e-01  4.17887653e+01
   -5.21097204e+01]
  [ 7.44992432e-01 -3.86146900e-01  1.71764257e+00 -1.88545487e+00
    6.93805602e-01]
  [ 1.01256646e+01  4.17887653e+01 -1.88545487e+00  2.39557749e+01
   -2.63156177e+01]
  [-1.21504289e+01 -5.21097204e+01  6.93805602e-01 -2.63156177e+01
    3.26758457e+01]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[ 2.28550250e+02  3.52101005e+02  2.00294845e+02  1.23443624e+02
   -1.12792784e+02]
  [ 3.52101005e+02  7.26723062e+02  2.60062860e+02  2.71718518e+02
   -3.09435012e+02]
  [ 2.00294845e+02  2.60062860e+02  1.94849831e+02  8.23306230e+01
   -6.12575871e+01]
  [ 1.23443624e+02  2.71718518e+02  8.23306230e+01  1.09087212e+02
   -1.23091408e+02]
  [-1.12792784e+02 -3.09435012e+02 -6.12575871e+01 -1.23091408e+02
    1.58306396e+02]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[ 9639  9787     0 13342     0],[ 6147  4861     0 11671     0]
0,0,86,22,"[[ -4.47164108  11.87155113  -0.25294583  15.1721473   -9.2341478 ]
 [-15.08850054  -7.43977048  -4.03823285  -3.8959406   -0.21492615]
 [  0.           0.           0.           0.           0.        ]
 [  0.08197339 -29.09700698  21.84965788 -22.50200092  22.95469543]
 [  0.           0.           0.           0.           0.        ]]","[[[ 3.29628950e+01  9.25477546e+00  3.78814676e+01 -4.86244744e+00
    1.00286346e+01]
  [ 9.25477546e+00  7.68665141e+00  1.12207662e+01  5.08639794e+00
    6.74756206e-02]
  [ 3.78814676e+01  1.12207662e+01  4.54082974e+01 -7.02136644e+00
    1.13423877e+01]
  [-4.86244744e+00  5.08639794e+00 -7.02136644e+00  1.20449657e+01
   -5.59579842e+00]
  [ 1.00286346e+01  6.74756206e-02  1.13423877e+01 -5.59579842e+00
    5.46437658e+00]]

 [[ 1.31815177e+01  2.42826995e+01  1.92712444e+00  1.26480876e+01
   -1.19125552e+01]
  [ 2.42826995e+01  1.09649113e+02 -7.20847339e+00  6.56365654e+01
   -6.69559608e+01]
  [ 1.92712444e+00 -7.20847339e+00  4.01588116e+00 -8.91058970e+00
    5.87479558e+00]
  [ 1.26480876e+01  6.56365654e+01 -8.91058970e+00  4.79045356e+01
   -4.13184668e+01]
  [-1.19125552e+01 -6.69559608e+01  5.87479558e+00 -4.13184668e+01
    4.26122933e+01]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[ 3.87858285e+02  4.87628477e+02  3.79746168e+02  1.78087009e+02
   -1.39206056e+02]
  [ 4.87628477e+02  8.25163702e+02  4.19162103e+02  3.14091618e+02
   -3.31545327e+02]
  [ 3.79746168e+02  4.19162103e+02  3.95551463e+02  1.44811999e+02
   -9.28860087e+01]
  [ 1.78087009e+02  3.14091618e+02  1.44811999e+02  1.26332830e+02
   -1.31437739e+02]
  [-1.39206056e+02 -3.31545327e+02 -9.28860087e+01 -1.31437739e+02
    1.68027729e+02]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[11300  9285     0 12183     0],[ 9181  6142     0 11034     0]
0,0,86,44,"[[ -1.39579071  17.88113075   8.78474277  18.15851625 -13.4192129 ]
 [-13.12559261  -2.37832052  -4.26446282  -1.07603215  -3.35814854]
 [  0.           0.           0.           0.           0.        ]
 [ -4.75704848 -21.42319728   7.06601354 -15.83802954  14.69272644]
 [  0.           0.           0.           0.           0.        ]]","[[[ 57.54779584  15.6195167   71.48853026  -6.20189961  12.98050184]
  [ 15.6195167   31.17084706  33.0625947   24.33970173 -11.6483388 ]
  [ 71.48853026  33.0625947  107.78616176  -5.35487298   3.87066615]
  [ -6.20189961  24.33970173  -5.35487298  37.79304156 -14.25817752]
  [ 12.98050184 -11.6483388    3.87066615 -14.25817752  17.72998503]]

 [[  8.2912299   -2.29961579   5.82688168  -6.97009136   5.46168553]
  [ -2.29961579  26.38605415  -9.58977709  26.11135325 -19.60102731]
  [  5.82688168  -9.58977709   7.44987797 -14.21753783   9.51508679]
  [ -6.97009136  26.11135325 -14.21753783  33.19831898 -22.02111314]
  [  5.46168553 -19.60102731   9.51508679 -22.02111314  16.81455557]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ 64.52523244  76.42482504  44.27400612  29.83874598 -15.73134639]
  [ 76.42482504 136.21423411  48.59280225  51.74161202 -46.79384318]
  [ 44.27400612  48.59280225  30.97276455  18.89007095  -8.40413397]
  [ 29.83874598  51.74161202  18.89007095  19.92478434 -17.50433392]
  [-15.73134639 -46.79384318  -8.40413397 -17.50433392  21.47723582]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[26310  4088     0  2370     0],[25262  2841     0  1870     0]
0,0,86,66,"[[ -1.92049754  20.54706257  14.46435799  16.8518515  -18.3100391 ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[26.73512291 -5.60245244 14.98557075  1.1068671   7.61957827]
  [-5.60245244 35.37598954 19.18520362 19.79741909 -6.72440022]
  [14.98557075 19.18520362 33.17390146  8.70361733 -7.85129573]
  [ 1.1068671  19.79741909  8.70361733 18.47958242 -2.00366904]
  [ 7.61957827 -6.72440022 -7.85129573 -2.00366904 16.00748577]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]]",[32737    31     0     0     0],[32737     0     0     0     0]
0,29,0,0,"[[ -0.67986504  19.02712268  12.04336473  13.51771917 -10.59119554]
 [-12.08341017  -0.1669141   -2.79141696  -1.90686819  -5.48153531]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[ 3.82296634e+01  1.98925408e+01  4.42154967e+01  1.00545938e+01
    3.54934962e+00]
  [ 1.98925408e+01  2.60761358e+01  3.43775408e+01  1.18342108e+01
   -6.51961723e-01]
  [ 4.42154967e+01  3.43775408e+01  7.32462748e+01  1.90663644e+00
    1.56300846e+00]
  [ 1.00545938e+01  1.18342108e+01  1.90663644e+00  2.38070445e+01
   -3.12432493e+00]
  [ 3.54934962e+00 -6.51961723e-01  1.56300846e+00 -3.12432493e+00
    6.24336950e+00]]

 [[ 3.32006836e+00  5.31739361e-01  9.13813132e-01  6.89904334e-02
    9.22964607e-01]
  [ 5.31739361e-01  6.79088610e+00 -4.03160033e+00  9.71451347e+00
   -4.22501201e+00]
  [ 9.13813132e-01 -4.03160033e+00  3.04077658e+00 -6.26173318e+00
    2.99200104e+00]
  [ 6.89904334e-02  9.71451347e+00 -6.26173318e+00  1.54718389e+01
   -5.75475141e+00]
  [ 9.22964607e-01 -4.22501201e+00  2.99200104e+00 -5.75475141e+00
    3.48207973e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[30360  2084     0   324     0],[29703  1199     0     0     0]
0,29,0,22,"[[ -3.10034979  15.87532071   4.97168112  17.34405405 -12.88885279]
 [-19.28038839  -2.59195722  -5.64810768  -1.07370254  -7.38306712]
 [  0.           0.           0.           0.           0.        ]
 [-13.53326781 -17.20817189   3.36993615 -16.49311358   9.48245816]
 [  0.           0.           0.           0.           0.        ]]","[[[ 59.81878923  -2.82861199  63.53724198 -24.88011682  23.20101844]
  [ -2.82861199  30.70096852   4.89305728  31.33515764 -10.43370499]
  [ 63.53724198   4.89305728  81.93213453 -28.19094802  14.39678105]
  [-24.88011682  31.33515764 -28.19094802  50.13148542 -15.67992396]
  [ 23.20101844 -10.43370499  14.39678105 -15.67992396  21.05526363]]

 [[ 72.51890196  -7.47817801  38.78559178 -31.60694775  36.9584349 ]
  [ -7.47817801  69.61401683 -35.1243147   79.28824081 -43.71530276]
  [ 38.78559178 -35.1243147   35.82664428 -52.89080982  36.68665929]
  [-31.60694775  79.28824081 -52.89080982 101.90657949 -60.31025724]
  [ 36.9584349  -43.71530276  36.68665929 -60.31025724  51.61121109]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ 82.6681067  122.96049593  -2.65485207  90.76172956 -47.72557691]
  [122.96049593 192.7459095   -4.42908217 138.83996907 -80.40463964]
  [ -2.65485207  -4.42908217   0.29881389  -3.25853396   2.12938376]
  [ 90.76172956 138.83996907  -3.25853396 101.32318095 -56.17751205]
  [-47.72557691 -80.40463964   2.12938376 -56.17751205  37.65814157]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[24160  6176   244  2188     0],[22509  3636     0  1238     0]
0,29,0,44,"[[ -1.52700619  17.65408007   7.37271167  17.9469926  -11.27696933]
 [-18.40506432   0.5739354   -5.08993647  -1.07671219  -7.9321585 ]
 [  0.           0.           0.           0.           0.        ]
 [-11.13586458  -9.6592338    3.46290512 -13.48750438   6.44455367]
 [  0.           0.           0.           0.           0.        ]]","[[[ 65.43543786  28.49851534  75.45718729  13.73813133  11.39952087]
  [ 28.49851534  45.30637559  44.33783958  38.3726787   -7.22140936]
  [ 75.45718729  44.33783958 120.25337423   3.35982029  -5.17185402]
  [ 13.73813133  38.3726787    3.35982029  57.46074037  -0.95859353]
  [ 11.39952087  -7.22140936  -5.17185402  -0.95859353  17.51050094]]

 [[ 31.73402482 -13.00521756  21.66188582 -24.99938223  19.20862934]
  [-13.00521756  37.23213833 -23.07014029  44.67138589 -20.0007543 ]
  [ 21.66188582 -23.07014029  22.51341502 -35.25685484  20.74687454]
  [-24.99938223  44.67138589 -35.25685484  63.60731365 -33.30164971]
  [ 19.20862934 -20.0007543   20.74687454 -33.30164971  25.83215722]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ 27.5144843   25.2552078   -1.10988445  27.09911052  -5.50776221]
  [ 25.2552078   25.3739793   -1.45183606  26.0237856   -6.58387149]
  [ -1.10988445  -1.45183606   0.22712406  -1.4688654    0.81745631]
  [ 27.09911052  26.0237856   -1.4688654   27.52347502  -6.6481913 ]
  [ -5.50776221  -6.58387149   0.81745631  -6.6481913    3.57925797]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[28709  3026   221   812     0],[27449  1980     0   379     0]
0,29,0,66,"[[ -2.94341772  16.25296558   6.8019452   15.24439056 -12.22422307]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[30.82439126  7.07079965 23.97388871  7.80563888 10.87262387]
  [ 7.07079965 27.12153864 26.68368056 11.46769723 -8.53346618]
  [23.97388871 26.68368056 45.74517761  4.09513475 -3.6836219 ]
  [ 7.80563888 11.46769723  4.09513475 18.36115396 -0.89885881]
  [10.87262387 -8.53346618 -3.6836219  -0.89885881 14.03360734]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]]",[32749    19     0     0     0],[32540     0     0     0     0]
